epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,62.6698,6.3161,6.18795,3.71236,0,0,0,0,2.89778,15.4961,1.70065,0.000144889,0.000144889,0.000144889
17,66.6948,6.33722,8.2379,3.76304,0,0,0,0,2.82555,15.4534,1.66261,0.000153313,0.000153313,0.000153313
18,70.4242,6.19562,10.9364,3.43671,0,0,0,0,2.82555,15.4534,1.66261,0.000161638,0.000161638,0.000161638
19,75.5739,6.10975,6.00633,3.62457,0,0,0,0,2.71746,15.3354,1.60552,0.000169865,0.000169865,0.000169865
20,80.2297,6.04899,6.26318,3.46168,0,0,0,0,2.61197,15.244,1.54964,0.000177992,0.000177992,0.000177992
21,85.2715,5.94468,5.86083,3.44973,0,0,0,0,2.61197,15.244,1.54964,0.00018602,0.00018602,0.00018602
22,90.3247,6.09402,6.40225,3.45819,0,0,0,0,2.49977,15.1097,1.48989,0.00019395,0.00019395,0.00019395
23,95.2423,6.0316,5.7463,3.51061,0,0,0,0,2.49977,15.1097,1.48989,0.000201781,0.000201781,0.000201781
24,100.016,6.09194,6.48309,3.40304,0,0,0,0,2.38188,14.9585,1.42688,0.000209512,0.000209512,0.000209512
25,104.241,5.46915,5.94129,3.29041,0,0,0,0,2.38188,14.9585,1.42688,0.000217145,0.000217145,0.000217145
26,108.468,5.31846,5.49374,3.41559,0,0,0,0,2.26917,14.7737,1.36605,0.000224679,0.000224679,0.000224679
27,112.708,5.19826,5.57361,3.15124,0,0,0,0,2.26917,14.7737,1.36605,0.000232114,0.000232114,0.000232114
28,117.382,5.12197,5.37665,3.24392,0,0,0,0,2.1413,14.5206,1.29587,0.00023945,0.00023945,0.00023945
29,121.89,5.39393,5.67421,3.2221,0,0,0,0,2.1413,14.5206,1.29587,0.000246688,0.000246688,0.000246688
30,126.61,5.21495,5.62766,3.15341,0,0,0,0,2.1413,14.5206,1.29587,0.000253826,0.000253826,0.000253826
31,131.141,4.57425,5.29632,3.24356,0,0,0,0,2.03978,14.3071,1.23978,0.000260866,0.000260866,0.000260866
32,135.667,4.73138,5.31181,3.06178,0,0,0,0,2.03978,14.3071,1.23978,0.000267806,0.000267806,0.000267806
33,140.08,4.74344,5.2564,3.14088,0,0,0,0,1.97526,14.1341,1.20327,0.000274648,0.000274648,0.000274648
34,143.477,4.26399,5.33611,3.0888,0,0,0,0,1.97526,14.1341,1.20327,0.000278604,0.000278604,0.000278604
35,147.119,4.81202,5.24128,3.18458,0,0,0,0,1.97526,14.1341,1.20327,0.000276956,0.000276956,0.000276956
36,150.801,4.13894,5.12728,3.18961,0,0,0,0,1.95981,13.9698,1.19349,0.000275308,0.000275308,0.000275308
37,154.557,4.24419,5.0712,3.09523,0,0,0,0,1.95981,13.9698,1.19349,0.000273659,0.000273659,0.000273659
38,158.297,4.49136,4.9552,3.26551,0,0,0,0,1.95981,13.9698,1.19349,0.000272011,0.000272011,0.000272011
39,162.084,4.24119,5.1598,3.05839,0,0,0,0,1.99789,13.9169,1.21429,0.000270363,0.000270363,0.000270363
40,166.726,4.46394,5.20746,3.00793,0,0,0,0,1.99789,13.9169,1.21429,0.000268714,0.000268714,0.000268714
41,171.545,4.00577,5.13179,2.96882,0,0,0,0,2.0972,13.944,1.26967,0.000267066,0.000267066,0.000267066
42,176.481,4.02051,5.23798,3.13895,0,0,0,0,2.0972,13.944,1.26967,0.000265418,0.000265418,0.000265418
43,181.212,4.27801,4.90259,2.89855,0,0,0,0,2.0972,13.944,1.26967,0.000263769,0.000263769,0.000263769
44,185.971,4.32364,4.89812,2.78522,0,0,0,0,2.2471,14.0491,1.3528,0.000262121,0.000262121,0.000262121
45,190.041,3.88539,4.72149,2.97986,0,0,0,0,2.2471,14.0491,1.3528,0.000260473,0.000260473,0.000260473
46,194.633,3.62782,4.89181,3.01455,0,0,0,0,2.2471,14.0491,1.3528,0.000258824,0.000258824,0.000258824
47,199.043,3.78641,4.92561,2.74605,0,0,0,0,2.69371,14.3776,1.59177,0.000257176,0.000257176,0.000257176
48,203.399,3.65079,4.75969,2.85972,0,0,0,0,2.69371,14.3776,1.59177,0.000255528,0.000255528,0.000255528
49,207.608,4.17322,4.92259,3.15555,0,0,0,0,4.23063,15.4334,2.32167,0.000253879,0.000253879,0.000253879
50,211.918,3.81144,4.78956,2.75888,0,0,0,0,4.23063,15.4334,2.32167,0.000252231,0.000252231,0.000252231
51,216.435,3.77292,4.84047,2.78371,0,0,0,0,4.23063,15.4334,2.32167,0.000250583,0.000250583,0.000250583
52,221.082,4.28066,4.96271,2.73953,0,0,0,0,6.42612,10.3632,3.06215,0.000248934,0.000248934,0.000248934
53,225.695,3.74367,4.69699,2.9017,0,0,0,0,6.42612,10.3632,3.06215,0.000247286,0.000247286,0.000247286
54,230.794,3.51925,4.62129,2.77313,0,0,0,0,6.42612,10.3632,3.06215,0.000245637,0.000245637,0.000245637
55,235.588,4.25218,4.94795,2.83972,0.04087,0.01538,0.02593,0.00601,4.53908,5.14931,2.49636,0.000243989,0.000243989,0.000243989
56,240.086,3.741,4.67924,2.79083,0.04087,0.01538,0.02593,0.00601,4.53908,5.14931,2.49636,0.000242341,0.000242341,0.000242341
57,244.624,3.62767,4.66288,2.6627,0.02893,0.06923,0.02424,0.00817,3.96051,4.3921,2.50219,0.000240692,0.000240692,0.000240692
58,248.967,3.98545,4.70218,2.39003,0.02893,0.06923,0.02424,0.00817,3.96051,4.3921,2.50219,0.000239044,0.000239044,0.000239044
59,253.159,3.45048,4.57851,2.62787,0.02893,0.06923,0.02424,0.00817,3.96051,4.3921,2.50219,0.000237396,0.000237396,0.000237396
60,257.657,3.33766,4.67587,2.53912,0.0171,0.12308,0.02607,0.01101,3.49977,4.1403,2.3501,0.000235747,0.000235747,0.000235747
61,262.345,3.99906,4.628,2.53816,0.0171,0.12308,0.02607,0.01101,3.49977,4.1403,2.3501,0.000234099,0.000234099,0.000234099
